Category ,Product,Price,Store,Type,Neighborhood,Zip Code ,City ,Income,Population
Snack,Original ramen,1,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Snack,Original ramen,0.49,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Snack,Original ramen,0.39,Wheatsville Food Co-Op,Natural,Central Austin,78705,Austin,34842,32346
Snack,Premium Saltine Crackers 1 lb,3.29,Albertsons,Grocery,Ridglea Hills,76116,Fort Worth,63897,47865
Snack,Premium Saltine Crackers 1 lb,2.56,Central Market,High-end Grocery,Hyde Park,78756,Austin,93646,8908
Snack,Premium Saltine Crackers 1 lb,3.99,CVS,Convenience ,Central Austin,78705,Austin,34842,32346
Snack,Premium Saltine Crackers 1 lb,3.29,Fresh Plus,Small Format,Hancock,78751,Austin,69427,14441
Snack,Premium Saltine Crackers 1 lb,2.56,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Snack,Premium Saltine Crackers 1 lb,4.29,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Snack,Premium Saltine Crackers 1 lb,2.99,Wheatsville Food Co-Op,Natural,Central Austin,78705,Austin,34842,32346
Snack,Progress Chicken Noodle Soup,2.69,Albertsons,Grocery,Ridglea Hills,76116,Fort Worth,63891,47859
Snack,Progress Chicken Noodle Soup,1.68,Central Market,High-end Grocery,Hyde Park,78756,Austin,93646,8908
Snack,Progress Chicken Noodle Soup,3.09,CVS,Convenience ,Central Austin,78705,Austin,34842,32346
Snack,Progress Chicken Noodle Soup,2.79,Fresh Plus,Small Format,Hancock,78751,Austin,69427,14441
Snack,Progress Chicken Noodle Soup,1.98,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Snack,Progress Chicken Noodle Soup,1.99,Target,Grocery,West 7th,76107,Fort Worth,91107,27418
Snack,Progress Chicken Noodle Soup,2.99,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Snack,Progress Chicken Noodle Soup,2.79,Wheatsville Food Co-Op,Natural,Central Austin,78705,Austin,34842,32346
Drink,San Pellegrino 25.3 floz,1.99,Albertsons,Grocery,Ridglea Hills,76116,Fort Worth,63888,47856
Drink,San Pellegrino 25.3 floz,1.24,Central Market,High-end Grocery,Hyde Park,78756,Austin,93646,8908
Drink,San Pellegrino 25.3 floz,2.19,CVS,Convenience ,Central Austin,78705,Austin,34842,32346
Drink,San Pellegrino 25.3 floz,2.29,Fresh Plus,Small Format,Hancock,78751,Austin,69427,14441
Drink,San Pellegrino 25.3 floz,1.24,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Drink,San Pellegrino 25.3 floz,1.99,Natural Grocers,Natural,Hancock,78751,Austin,69427,14441
Drink,San Pellegrino 25.3 floz,2.29,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Drink,San Pellegrino 25.3 floz,2.19,Wheatsville Food Co-Op,Natural,Central Austin,78705,Austin,34842,32346
Drink,San Pellegrino 25.3 floz,2.49,Whole Foods,High-end Grocery,Tarrytown,78703,Austin,151223,20530
Snack,Skinny Pop,3.69,Albertsons,Grocery,Ridglea Hills,76116,Fort Worth,63886,47854
Snack,Skinny Pop,3.99,CVS,Convenience ,Central Austin,78705,Austin,34842,32346
Snack,Skinny Pop,3.29,Fresh Plus,Small Format,Hancock,78751,Austin,69427,14441
Snack,Skinny Pop,2.83,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Snack,Skinny Pop,2.99,Natural Grocers,Natural,Hancock,78751,Austin,69427,14441
Snack,Skinny Pop,3.29,Target,Grocery,West 7th,76107,Fort Worth,91107,27418
Snack,Skinny Pop,3.99,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Snack,Skinny Pop,3.99,Wheatsville Food Co-Op,Natural,Central Austin,78705,Austin,34842,32346
Snack,Skinny Pop,3.99,Whole Foods,High-end Grocery,Tarrytown,78703,Austin,151223,20530
Drink,Smart Water 23.7 fl oz,1.99,Albertsons,Grocery,Ridglea Hills,76116,Fort Worth,63866,47834
Drink,Smart Water 23.7 fl oz,2.37,CVS,Convenience ,Central Austin,78705,Austin,34842,32346
Drink,Smart Water 23.7 fl oz,1.69,Fiesta,Grocery,Downtwon,77004,Houston,80379,35739
Drink,Smart Water 23.7 fl oz,1.69,Fresh Plus,Small Format,Hancock,78751,Austin,69427,14441
Drink,Smart Water 23.7 fl oz,1.34,H-E-B ,Grocery,Downtown,77005,Houston,260839,27187
Drink,Smart Water 23.7 fl oz,1.57,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Drink,Smart Water 23.7 fl oz,1.79,Kroger,Grocery,Baytown,77520,Houston,57066,38348
Drink,Smart Water 23.7 fl oz,1.69,Kroger Fresh Fare,Small Format,Downtown,77006,Houston,115035,21795
Drink,Smart Water 23.7 fl oz,1.39,Target,Grocery,West 7th,76107,Fort Worth,91107,27418
Drink,Smart Water 23.7 fl oz,1.89,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Drink,Smart Water 23.7 fl oz,1.34,Walmart,Grocery,Humble,77396,Houston,76211,48587
Drink,Smart Water 23.7 fl oz,2.19,Whole Foods,High-end Grocery,River Oaks,77019,Houston,175857,20644
Snack,Stacy's Pita Chips,3.69,CVS,Convenience ,Central Austin,78705,Austin,34842,32346
Snack,Stacy's Pita Chips,2.89,Fresh Plus,Small Format,Hancock,78751,Austin,69427,14441
Snack,Stacy's Pita Chips,2.78,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Snack,Stacy's Pita Chips,2.25,Natural Grocers,Natural,Hancock,78751,Austin,69427,14441
Snack,Stacy's Pita Chips,4.89,Target,Grocery,West 7th,76107,Fort Worth,91107,27418
Snack,Stacy's Pita Chips,3.79,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Snack,Stacy's Pita Chips,6.99,Wheatsville Food Co-Op,Natural,Central Austin,78705,Austin,34842,32346
Snack,Stacy's Pita Chips,3.39,Whole Foods,High-end Grocery,Tarrytown,78703,Austin,151223,20530
Snack,Tostitos Bag,3.59,Albertsons,Grocery,Ridglea Hills,76116,Fort Worth,63867,47835
Snack,Tostitos Bag,4.29,CVS,Convenience ,Central Austin,78705,Austin,34842,32346
Snack,Tostitos Bag,4.29,Fresh Plus,Small Format,Hancock,78751,Austin,69427,14441
Snack,Tostitos Bag,2.98,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Snack,Tostitos Bag,4.29,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Snack,Triscuits 9oz,3.69,Albertsons,Grocery,Ridglea Hills,76116,Fort Worth,63869,47837
Snack,Triscuits 9oz,2.56,Central Market,High-end Grocery,Hyde Park,78756,Austin,93646,8908
Snack,Triscuits 9oz,4.29,CVS,Convenience ,Central Austin,78705,Austin,34842,32346
Snack,Triscuits 9oz,2.99,Fiesta,Grocery,Downtwon,77004,Houston,80379,35739
Snack,Triscuits 9oz,3.99,Fresh Plus,Small Format,Hancock,78751,Austin,69427,14441
Snack,Triscuits 9oz,2.56,H-E-B ,Grocery,Downtown,77005,Houston,260839,27187
Snack,Triscuits 9oz,2.56,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Snack,Triscuits 9oz,2.49,Kroger,Grocery,Baytown,77520,Houston,57066,38348
Snack,Triscuits 9oz,2.69,Kroger Fresh Fare,Small Format,Downtown,77006,Houston,115035,21795
Snack,Triscuits 9oz,4.79,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Snack,Triscuits 9oz,2.56,Walmart,Grocery,Humble,77396,Houston,76211,48587
Spread/Sauce,Welch's Grape Jelly,2.49,Albertsons,Grocery,Ridglea Hills,76116,Fort Worth,63877,47845
Spread/Sauce,Welch's Grape Jelly,1.98,Central Market,High-end Grocery,Hyde Park,78756,Austin,93646,8908
Spread/Sauce,Welch's Grape Jelly,2.99,Fresh Plus,Small Format,Hancock,78751,Austin,69427,14441
Spread/Sauce,Welch's Grape Jelly,2.41,H-E-B ,Grocery,Downtown,77005,Houston,260839,27187
Spread/Sauce,Welch's Grape Jelly,1.94,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Spread/Sauce,Welch's Grape Jelly,2.29,Kroger,Grocery,Baytown,77520,Houston,57066,38348
Spread/Sauce,Welch's Grape Jelly,2.47,Kroger Fresh Fare,Small Format,Downtown,77006,Houston,115035,21795
Spread/Sauce,Welch's Grape Jelly,2.99,Target,Grocery,West 7th,76107,Fort Worth,91107,27418
Spread/Sauce,Welch's Grape Jelly,3.29,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Spread/Sauce,Welch's Grape Jelly,1.86,Walmart,Grocery,Humble,77396,Houston,76211,48587
Snack,Wheat Thins 8oz,3.69,Albertsons,Grocery,Ridglea Hills,76116,Fort Worth,63870,47838
Snack,Wheat Thins 8oz,2.56,Central Market,High-end Grocery,Hyde Park,78756,Austin,93646,8908
Snack,Wheat Thins 8oz,4.19,CVS,Convenience ,Central Austin,78705,Austin,34842,32346
Snack,Wheat Thins 8oz,2.99,Fiesta,Grocery,Downtwon,77004,Houston,80379,35739
Snack,Wheat Thins 8oz,3.99,Fresh Plus,Small Format,Hancock,78751,Austin,69427,14441
Snack,Wheat Thins 8oz,2.56,H-E-B ,Grocery,Downtown,77005,Houston,260839,27187
Snack,Wheat Thins 8oz,2.56,H-E-B ,Grocery,Hancock,78751,Austin,69427,14441
Snack,Wheat Thins 8oz,2.49,Kroger,Grocery,Baytown,77520,Houston,57066,38348
Snack,Wheat Thins 8oz,2.69,Kroger Fresh Fare,Small Format,Downtown,77006,Houston,115035,21795
Snack,Wheat Thins 8oz,4.79,Walgreens,Convenience ,Hancock,78751,Austin,69427,14441
Snack,Wheat Thins 8oz,2.56,Walmart,Grocery,Humble,77396,Houston,76211,48587
